stop_id,stop_name,stop_lat,stop_lon,zone_id
"at:43:10595:0:1","Arbesbach Schwarzau","48.4554634645179","14.9133183093163","10511"
"at:43:10595:0:2","Arbesbach Schwarzau","48.4551238776119","14.9128422022156","10511"
"at:43:10597:0:1","Arbesbach Bärenwald","48.4802590833752","14.9265415103004","10500"
"at:43:10597:0:2","Arbesbach Bärenwald","48.4808843266866","14.9276464381","10500"
"at:43:10598:0:1","Kamp/Arbesbach Bundesstraße","48.5015308893299","14.9600127377913","10500"
"at:43:10598:0:2","Kamp/Arbesbach Bundesstraße","48.5019475442356","14.9601385019311","10500"
"at:43:10599:0:1","Groß Gerungs Griesbach","48.5247095522112","14.9484334537774","10710"
"at:43:10599:0:2","Groß Gerungs Griesbach","48.5247928453539","14.9483795548604","10710"
"at:43:10602:0:1","Groß Gerungs Hauptplatz","48.5742031610908","14.9576232191352","10711"
"at:43:10603:0:1","Groß Gerungs Kirche","48.573406699173","14.9580544104717","10711"
"at:43:10689:0:1","Amstetten NÖ Bezirkshauptmannschaft","48.1240487882252","14.8744122743557",""
"at:43:10882:0:1","Ennsdorf Schulstraße","48.2093730409664","14.4953771233215","11201"
"at:43:11880:0:1","Arbesbach Purrath","48.4690033858969","14.9236130024737","10511"
"at:43:11880:0:2","Arbesbach Purrath","48.4689676495478","14.9236669013908","10511"
"at:43:13644:0:1","Arbesbach Ortsmitte","48.4940424215971","14.9551887847149","10500"
"at:43:13644:0:2","Arbesbach Ortsmitte","48.4939709841463","14.9552157341735","10500"
"at:43:14362:0:1","Pyburg Bahnhst (Bundesstraße)","48.2282448944374","14.5284441089346","11201"
"at:43:14362:0:2","Pyburg Bahnhst (Bundesstraße)","48.2280773348532","14.5281476648908","11201"
"at:43:14443:0:1","Windpassing b.Enns Ort","48.2241155877253","14.5174756793139","11201"
"at:43:14443:0:2","Windpassing b.Enns Ort","48.2239240755623","14.5166492292524","11201"
"at:43:15044:0:1","Karlstift B38/Abzw Ort","48.5916270827583","14.7533283571923","10700"
"at:43:15044:0:2","Karlstift B38/Abzw Ort","48.5916151994565","14.7535619191662","10700"
"at:43:15063:0:1","Dorfstetten Fahrnersäge","48.3088670891521","14.9858482853662","10411"
"at:43:15063:0:2","Dorfstetten Fahrnersäge","48.3085563971566","14.9859201505889","10411"
"at:43:15066:0:1","Kleinpertenschlag","48.432843206713","14.9647468593393","10415"
"at:43:15066:0:2","Kleinpertenschlag","48.432902809668","14.9648007582564","10415"
"at:43:15067:0:1","Altmelon Kronegg","48.4387018428321","14.9605247775034","10415"
"at:43:15067:0:2","Altmelon Kronegg","48.4382548699863","14.9614051264819","10415"
"at:43:15068:0:1","Altmelon Fichtenbach","48.444249938355","14.9588179784633","10415"
"at:43:15068:0:2","Altmelon Fichtenbach","48.4446849406325","14.9595096812322","10415"
"at:43:15181:0:1","Amstetten NÖ Gutenbergstraße","48.129271417542","14.8674054151386",""
"at:43:15181:0:2","Amstetten NÖ Gutenbergstraße","48.1292774133669","14.8671898194703",""
"at:43:15183:0:1","Amstetten NÖ Hauptplatz (Rathausstraße)","48.1234671307407","14.8711963056381",""
"at:43:15185:0:1","Amstetten NÖ Oedhofstraße","48.1330486485254","14.8659321780724",""
"at:43:15185:0:2","Amstetten NÖ Oedhofstraße","48.1331145977096","14.8662196389634",""
"at:43:15191:0:1","Ardagger-Stift Neue Mittelschule","48.1675644585826","14.8393689951173",""
"at:43:15226:0:1","Ardagger-Markt Ortsmitte","48.1819297110978","14.8254630745172",""
"at:43:15226:0:2","Ardagger-Markt Ortsmitte","48.1819596594631","14.8255439228928",""
"at:43:15300:0:1","Ardagger-Stift B119/Abzw Ort","48.1610035072639","14.8509392959784",""
"at:43:15300:0:2","Ardagger-Stift B119/Abzw Ort","48.1610334678531","14.8511638747994",""
"at:43:15414:0:1","Ardagger-Stift Abzw Kollmitzberg","48.1638856358106","14.8440132851368",""
"at:43:15414:0:2","Ardagger-Stift Abzw Kollmitzberg","48.1644189017174","14.8428903910315",""
"at:43:15599:0:1","Ardagger-Markt Abzw Zehethof","48.1757420036011","14.8296132911304",""
"at:43:15599:0:2","Ardagger-Markt Abzw Zehethof","48.175801907544","14.8297570215759",""
"at:43:15604:0:1","Ardagger-Markt Felleismühl","48.1897516295401","14.8489180865888",""
"at:43:15604:0:2","Ardagger-Markt Felleismühl","48.1896977306647","14.8490708001871",""
"at:43:15668:0:1","Ardagger-Markt Winkling","48.1870087036971","14.8427646268917",""
"at:43:15668:0:2","Ardagger-Markt Winkling","48.1870206818584","14.8429442899486",""
"at:43:15712:0:1","Ardagger-Markt Steinbauer","48.197033445241","14.8485767267808",""
"at:43:15712:0:2","Ardagger-Markt Steinbauer","48.1976681597457","14.8484240131825",""
"at:43:15715:0:1","Ardagger-Stift Stocka/Schüsselhub","48.1500367564266","14.8531761010361",""
"at:43:15715:0:2","Ardagger-Stift Stocka/Schüsselhub","48.1501206639647","14.8533288146344",""
"at:43:15718:0:1","Amstetten NÖ Hauersdorf","48.1431978308459","14.8604434716857",""
"at:43:15718:0:2","Amstetten NÖ Hauersdorf","48.1433117205033","14.860596185284",""
"at:43:17416:0:1","Heinreichs (Zwettl) Ort","48.5720990479198","14.9430884778362","10711"
"at:43:17416:0:2","Heinreichs (Zwettl) Ort","48.5720752721295","14.9434028881856","10711"
"at:43:17417:0:1","Harruck Ort","48.5696560270171","14.9273410109034","10711"
"at:43:17417:0:2","Harruck Ort","48.5694717554465","14.9272511793749","10711"
"at:43:17418:0:1","Langschlag (Zwettl) Kasbacher Straße","48.5746192182976","14.8881744645103","10712"
"at:43:17418:0:2","Langschlag (Zwettl) Kasbacher Straße","48.5745360071301","14.8881564982046","10712"
"at:43:17419:0:1","Siebenhöf Bundesstraße","48.5812816108382","14.8289395546672","10713"
"at:43:17419:0:2","Siebenhöf Bundesstraße","48.5812400107545","14.827466317601","10713"
"at:43:17420:0:1","Bruderndorferwald Bundesstraße","48.5777692546217","14.7974356376487","10713"
"at:43:17420:0:2","Bruderndorferwald Bundesstraße","48.5778168008361","14.7979476773608","10713"
"at:43:17532:0:1","Mitterschlag Feuerwehr","48.5806516630477","14.8510111612011","10712"
"at:43:17532:0:2","Mitterschlag Feuerwehr","48.580598176553","14.8510021780483","10712"
"at:43:17535:0:1","Groß Gerungs Kleingundholz","48.5526883390881","14.9520806138315","10710"
"at:43:17535:0:2","Groß Gerungs Kleingundholz","48.5525813068763","14.9522243442769","10710"
"at:43:17549:0:1","Etlas b.Arbesbach","48.4753878763563","14.9750146030382","10500"
"at:43:17549:0:2","Etlas b.Arbesbach","48.4749650478179","14.9749786704268","10500"
"at:43:17550:0:1","Altmelon Ortsmitte","48.4622189845546","14.9658517871389","10500"
"at:43:17550:0:2","Altmelon Ortsmitte","48.4620998473682","14.9657170398463","10500"
"at:43:17688:0:1","Kleinraming Tarkusch","48.0420421384875","14.4594714614103","40125"
"at:43:17688:0:2","Kleinraming Tarkusch","48.0429970840138","14.4586450113488","40125"
"at:43:17689:0:1","Kleinraming Abzw Blindhof","48.0389429480385","14.4682030859731","40125"
"at:43:17689:0:2","Kleinraming Abzw Blindhof","48.0390750878706","14.4678617261651","40125"
"at:43:17690:0:1","Kleinraming Putznsiedlung","48.0339754457895","14.4704488741837","40125"
"at:43:17690:0:2","Kleinraming Putznsiedlung","48.0342938127756","14.4708980318258","40125"
"at:43:17691:0:1","Kleinraming Zaunersiedlung","48.0193464639516","14.4821988381016","40125"
"at:43:17691:0:2","Kleinraming Zaunersiedlung","48.019592817932","14.4823425685471","40125"
"at:43:17692:0:1","Kleinraming Schachnersiedlung","48.0164742501913","14.4849117502601","40125"
"at:43:17692:0:2","Kleinraming Schachnersiedlung","48.0160536196815","14.4853429415965","40125"
"at:43:17693:0:1","Kleinraming Neue Mittelschule","48.0075561486127","14.49192759263","40124"
"at:43:17693:0:2","Kleinraming Neue Mittelschule","48.0075140784411","14.4921970872153","40124"
"at:43:17694:0:1","Ramingtal Laudermühle","47.9938755244475","14.5084835433186","40124"
"at:43:17694:0:2","Ramingtal Laudermühle","47.9940017682304","14.5084835433186","40124"
"at:43:17695:0:1","Ramingtal Küpplmühle","47.992234327163","14.5225870932813","40124"
"at:43:17695:0:2","Ramingtal Küpplmühle","47.9924988460048","14.5222816660846","40124"
"at:43:17696:0:1","Ramingtal Fuchsmühle","47.9895590035834","14.5330614494956","40124"
"at:43:17696:0:2","Ramingtal Fuchsmühle","47.9899798501929","14.5322709320454","40124"
"at:43:17697:0:1","Ramingtal Stelzermühle","47.9864807068876","14.5387837178562","40124"
"at:43:17697:0:2","Ramingtal Stelzermühle","47.9864085571068","14.5405444158133","40124"
"at:43:17698:0:1","Ramingtal Bachthäusl","47.982061346715","14.5527794699847","40123"
"at:43:17698:0:2","Ramingtal Bachthäusl","47.9821214766032","14.5527794699847","40123"
"at:43:17738:0:1","Dorfstetten Schule","48.3264240872222","14.9822819736878","10411"
"at:43:18194:0:1","Marchstein","48.3923924487028","14.9575423707597","40414"
"at:43:18194:0:2","Marchstein","48.3924401690207","14.9574255897727","40414"
"at:43:18200:0:1","Ramingtal Kohlergraben","47.9973020318288","14.4957364494352","40124"
"at:43:18200:0:2","Ramingtal Kohlergraben","47.9973501215412","14.4957454325881","40124"
"at:43:21069:0:1","Ardagger-Markt Donaubrücke/Tiefenbach","48.2103368531568","14.8577485258329",""
"at:43:21069:0:2","Ardagger-Markt Donaubrücke/Tiefenbach","48.2103129077321","14.8578203910557",""
"at:43:7234:0:8","Amstetten NÖ Bahnhof","48.1217221187674","14.8770263718328",""
"at:43:7243:0:2","Ennsdorf Bahnhof","48.2170890161549","14.4969132424576","11201"
"at:43:7243:0:3","Ennsdorf Bahnhof","48.2171488717742","14.4968773098462","11201"
"at:43:7252:0:1","Ennsdorf Ort","48.2138986103827","14.4912897887782","11201"
"at:43:7252:0:2","Ennsdorf Ort","48.2142817090079","14.4916041991277","11201"
"at:43:7253:0:1","Ennsdorf Rasthausstraße/Eulenstraße","48.2010152505017","14.5052316419897","11201"
"at:43:7253:0:2","Ennsdorf Rasthausstraße/Eulenstraße","48.200949388571","14.5051148610027","11201"
"at:44:40001:0:1","Sauldorf b.Mattighofen Süd","48.035609308333","13.0936818863977","47431"
"at:44:40001:0:2","Sauldorf b.Mattighofen Süd","48.0355252137315","13.0936279874806","47431"
"at:44:40002:0:40","Linz/Donau Saporoshjestraße","48.2517576368289","14.3227658414539","42500"
"at:44:40002:0:41","Linz/Donau Saporoshjestraße","48.2517097847171","14.3228646561352","42500"
"at:44:40003:0:1","St.Marien Kurzenkirchen Nord","48.1718780514395","14.3007750832956","41218"
"at:44:40003:0:2","St.Marien Kurzenkirchen Nord","48.1714946356557","14.3005684707802","41218"
"at:44:40004:0:1","Wels Simonystraße","48.1734416392479","14.0181920443308","43500"
"at:44:40007:0:1","Pasching b.Perg Abzw Windhaag","48.2605317608566","14.6511360104567","40519"
"at:44:40007:0:2","Pasching b.Perg Abzw Windhaag","48.2607889210548","14.6515672017931","40519"
"at:44:40007:0:3","Pasching b.Perg Abzw Windhaag","48.260854706014","14.6511539767624","40519"
"at:44:40008:0:1","Bodendorf b.Katsdorf West","48.3233121780476","14.485657351946","41512"
"at:44:40008:0:2","Bodendorf b.Katsdorf West","48.323383855635","14.4857022677102","41512"
"at:44:40009:0:1","Katsdorf Unteres Weidegut","48.312105343116","14.4924755649534","41512"
"at:44:40009:0:2","Katsdorf Unteres Weidegut","48.3121830108905","14.4923498008136","41512"
"at:44:40010:0:1","Reiser b.Katsdorf Wiesbauernkreuz","48.2964917204483","14.5081062508993","41511"
"at:44:40010:0:2","Reiser b.Katsdorf Wiesbauernkreuz","48.2966291746257","14.5083308297203","41511"
"at:44:40012:0:1","Wernstein/Inn Ortsmitte","48.5071018773623","13.4563856655642","45721"
"at:44:40012:0:2","Wernstein/Inn Ortsmitte","48.5071971026038","13.456286850883","45721"
"at:44:40013:0:1","Weng b.Burghausen","48.1653296351654","12.8535352614606","47427"
"at:44:40013:0:2","Weng b.Burghausen","48.1657969789459","12.8545773071903","47427"
"at:44:40014:0:1","Braunau/Inn Laaber Holzweg","48.2580198955438","13.0455591366207","47400"
"at:44:40014:0:2","Braunau/Inn Laaber Holzweg","48.2578045870598","13.0457387996775","47400"
"at:44:40015:0:1","Leonstein Talerberg","47.9020446626135","14.2311646319195","41112"
"at:44:40015:0:2","Leonstein Talerberg","47.9021530640247","14.2314970085747","41112"
"at:44:40016:0:1","Reichraming Wansch","47.8956907389086","14.4912269067083","40118"
"at:44:40016:0:2","Reichraming Wansch","47.8960641664185","14.4923498008136","40118"
"at:44:40017:0:1","Ohlsdorf b.Gmunden Neue Mittelschule","47.9641515497477","13.7939815325362","44213"
"at:44:40017:0:2","Ohlsdorf b.Gmunden Neue Mittelschule","47.963351538153","13.7933886444486","44213"
"at:44:40018:0:1","Hinzenbach Anton-Glas-Straße","48.3066563549542","14.0063522488845","43501"
"at:44:40018:0:2","Hinzenbach Anton-Glas-Straße","48.3064950273582","14.006262417356","43501"
"at:44:40020:0:1","Hinzenbach Polsenz","48.300645063753","14.0078254859506","43501"
"at:44:40020:0:2","Hinzenbach Polsenz","48.2999100362374","14.0080590479245","43501"
"at:44:40021:0:1","Bad Schallerbach Mooswiespark","48.2296930651256","13.9179670080676","43391"
"at:44:40022:0:1","Braunau/Inn Wagnerbauerstraße/Schwarzkreuzweg","48.2518533409183","13.0647471510921","47400"
"at:44:40022:0:2","Braunau/Inn Wagnerbauerstraße/Schwarzkreuzweg","48.2518294149128","13.0648639320791","47400"
"at:44:40023:0:1","Neukirchen am Walde Mittelschule","48.4078336002478","13.7803720559799","45700"
"at:44:40025:0:1","St.Aegidi OÖ Schulen","48.4776925277063","13.7395256600053","45710"
"at:44:40026:0:1","Andorf Raaber Straße","48.3716656711195","13.5852130604778","45518"
"at:44:40026:0:2","Andorf Raaber Straße","48.3718685647613","13.5847100039186","45518"
"at:44:40027:0:1","Ansfelden Friedhofstraße","48.2141021318842","14.2887915574038","42510"
"at:44:40027:0:2","Ansfelden Friedhofstraße","48.2124200622487","14.2885400291242","42510"
"at:44:40028:0:1","Arbing Gemeindeamt","48.2278559159898","14.7045588204107","40302"
"at:44:40028:0:2","Arbing Gemeindeamt","48.2282448944374","14.7044959383408","40302"
"at:44:40030:0:1","Hochtor b.Perg Pragtal","48.2769455556323","14.6678626410493","40519"
"at:44:40030:0:2","Hochtor b.Perg Pragtal","48.2770591482271","14.668051287259","40519"
"at:44:40031:0:1","Hochtor b.Perg Treidlberg","48.2721026890647","14.6544597770084","40519"
"at:44:40031:0:2","Hochtor b.Perg Treidlberg","48.2724375193015","14.6546304569124","40519"
"at:44:40032:0:1","Hochtor b.Perg Achatzberg","48.2654594427818","14.6518097469199","40519"
"at:44:40032:0:2","Hochtor b.Perg Achatzberg","48.2652860251482","14.65174686485","40519"
"at:44:40033:0:1","Grieskirchen Industriegebiet/B137","48.2266590406847","13.8462544989264","43301"
"at:44:40034:0:1","Grieskirchen Fa.Pöttinger/Werkseinfahrt","48.2273233099355","13.8441793906198","43301"
"at:44:40036:0:1","Wels Kopernikusstraße","48.1759876093223","14.0152815028098","43500"
"at:44:40037:0:1","Haag am Hausruck Niedernhaag","48.1880867269974","13.6548594444652","44400"
"at:44:40037:0:2","Haag am Hausruck Niedernhaag","48.1881466165159","13.6547516466311","44400"
"at:44:40038:0:1","Axberg Abzw Schauersfreiling","48.2553224932267","14.1154256906974","42523"
"at:44:40040:0:1","Hofkirchen/Trattnach Gewerbegebiet","48.2263239105834","13.7382410691488","43323"
"at:44:40040:0:2","Hofkirchen/Trattnach Gewerbegebiet","48.226359817485","13.7383219175244","43323"
"at:44:40048:0:1","Bad Hall Weignerstraße","48.0301068293973","14.2240948906325","41118"
"at:44:40048:0:2","Bad Hall Weignerstraße","48.0299266072682","14.2232055585011","41118"
"at:44:40049:0:2","Bad Hall Lindenkreuz","48.0406667455825","14.2267179712625","41118"
"at:44:40055:0:40","Linz/Donau Musiktheater","48.2942924032812","14.2933190664364","42500"
"at:44:40055:0:41","Linz/Donau Musiktheater","48.2940413882334","14.2937143251614","42500"
"at:44:40056:0:1","Traun OÖ St.Martin (B1)","48.2453749661003","14.2594346139147","42591"
"at:44:40056:0:2","Traun OÖ St.Martin (B1)","48.2455245223256","14.2602790302819","42591"
"at:44:40059:0:1","Hohenzell Oberlangstadl","48.2132880410246","13.5182436560373","44412"
"at:44:40059:0:2","Hohenzell Oberlangstadl","48.2130964883531","13.518261622343","44412"
"at:44:40062:0:1","Maria Neustift Bschaumühle","47.9614446936405","14.5898439586127","40116"
"at:44:40062:0:2","Maria Neustift Bschaumühle","47.961685308816","14.5896463292501","40116"
"at:44:40070:0:1","Linz/Donau Dametzstraße","48.3026409387403","14.2914685369508","42500"
"at:44:40084:0:1","Frühstorf b.Arbing","48.2244806558011","14.7172520153771","40302"
"at:44:40084:0:2","Frühstorf b.Arbing","48.2246003496854","14.7171172680844","40302"
"at:44:40085:0:1","Wels Bergfeldstraße","48.1688945217364","13.977130052688","43500"
"at:44:40099:0:1","Braunau/Inn Hemmastraße","48.2503579440556","13.0596357371248","47400"
"at:44:40099:0:2","Braunau/Inn Hemmastraße","48.2507706779589","13.0596177708191","47400"
"at:44:40105:0:1","Wels Kaiser-Josef-Platz (Markt)","48.1588582836034","14.0218751369962","43500"
"at:44:40106:0:1","Wels Wiesenstraße","48.1617285486085","14.0382424414751","43500"
"at:44:40106:0:2","Wels Wiesenstraße","48.1618004529767","14.0383502393092","43500"
"at:44:40107:0:1","Wels Lärchenstraße","48.1475074790995","13.9972702813607","43500"
"at:44:40108:0:1","Wels Kornstraße","48.1635381112247","13.9903352873664","43500"
"at:44:40109:0:1","Wels Waidhausen","48.1445465079349","13.9848106483683","43500"
"at:44:40114:0:1","Wels Schießstättenstraße","48.1626153621054","14.0627574655822","43500"
"at:44:40116:0:1","Wels Niederthan","48.1822471628798","13.9923924293673","43500"
"at:44:40118:0:1","Wels Rennbahnstraße","48.1506360929744","14.0099095774101","43500"
"at:44:40118:0:2","Wels Rennbahnstraße","48.1501446375218","14.010143139384","43500"
"at:44:40121:0:1","Haag am Hausruck Bahnhofstraße","48.1831156529913","13.6473764781475","44400"
"at:44:40121:0:2","Haag am Hausruck Bahnhofstraße","48.1829299770317","13.6474303770645","44400"
"at:44:40127:0:40","Linz/Donau Hartheimerstraße","48.240553039072","14.3348391988742","42500"
"at:44:40127:0:41","Linz/Donau Hartheimerstraße","48.2411094384661","14.3347044515815","42500"
"at:44:40128:0:1","Wels Kienzlstraße","48.1542619298141","14.0148682777791","43500"
"at:44:40128:0:2","Wels Kienzlstraße","48.1541001210698","14.0147245473336","43500"
"at:44:40129:0:1","Prinsach B143","48.1282281333534","13.5701393300081","45317"
"at:44:40129:0:2","Prinsach B143","48.1285758971044","13.5698159365058","45317"
"at:44:40131:0:1","Wels Landesgericht","48.1563833750373","14.0196473150913","43500"
"at:44:40133:0:1","Hinterstoder Kohlbach","47.7039304993084","14.173663470575","41022"
"at:44:40133:0:2","Hinterstoder Kohlbach","47.7039365446265","14.1739599146188","41022"
"at:44:40134:0:1","Hinterstoder Poppengut","47.7042690360431","14.1653720205014","41022"
"at:44:40134:0:2","Hinterstoder Poppengut","47.7043838962215","14.1659559254362","41022"
"at:44:40135:0:1","Hinterstoder Rinnergut","47.6835719379844","14.129421442826","41026"
"at:44:40135:0:2","Hinterstoder Rinnergut","47.6837231297423","14.1296280553413","41026"
"at:44:40137:0:1","Altmünster/Traunsee Hochholz","47.886896344915","13.7707600824385","44119"
"at:44:40137:0:2","Altmünster/Traunsee Hochholz","47.8889083448784","13.7701851606566","44119"
"at:44:40149:0:1","Braunau/Inn Industriezeile West","48.2464517611613","13.0562940042674","47400"
"at:44:40149:0:2","Braunau/Inn Industriezeile West","48.2463500648194","13.0563389200316","47400"
"at:44:40151:0:1","Intenham Lenzweg","48.2445673549272","14.1200430312584","42523"
"at:44:40151:0:2","Intenham Lenzweg","48.2442802012148","14.1199891323414","42523"
"at:44:40152:0:1","Kremsdorf b.Linz Volksschule","48.1932010396568","14.2560299989874","42511"
"at:44:40154:0:1","Wels Puchberger Straße Süd","48.175736013203","14.0264834944044","43500"
"at:44:40154:0:2","Wels Puchberger Straße Süd","48.1763829721581","14.0262678987362","43500"
"at:44:40155:0:1","Wels Pulverturmstraße","48.1472197808917","14.011849938424","43500"
"at:44:40155:0:2","Wels Pulverturmstraße","48.1475254601839","14.0117690900484","43500"
"at:44:40156:0:1","Neumarkt-Kallham Bahnhof","48.2718635232666","13.7257095709336","44401"
"at:44:40156:0:21","Neumarkt-Kallham Bahnhof","48.2718575441073","13.7254310931955","44401"
"at:44:40161:0:1","Stadl-Paura Franz-Kinzl-Straße","48.0781495739936","13.8485991018183","44201"
"at:44:40162:0:1","Steyr BMW-Motorenwerk","48.0514346697768","14.4464728392472","41200"
"at:44:40164:0:1","Julbach im Mühlkreis Kraupenberg","48.6633334445831","13.8665294748918","43717"
"at:44:40164:0:2","Julbach im Mühlkreis Kraupenberg","48.6633749770605","13.8666193064202","43717"
"at:44:40165:0:1","Kremsmünster Franz-Hönig-Straße","48.0524434843061","14.127481081812","42203"
"at:44:40165:0:2","Kremsmünster Franz-Hönig-Straße","48.0522753499237","14.1277146437859","42203"
"at:44:40167:0:1","Steyr Wegererstraße","48.0383302952978","14.4043328692633","41200"
"at:44:40168:0:1","Krift b.Kremsmünster","48.0248621077571","14.1206449024989","42203"
"at:44:40168:0:2","Krift b.Kremsmünster","48.0248681157619","14.1208964307785","42203"
"at:44:40169:0:1","Steyr Aschacher Straße","48.0358315576907","14.399733495008","41200"
"at:44:40170:0:1","Steyr Reichenschwall","48.0312542288396","14.4110702338952","41200"
"at:44:40170:0:2","Steyr Reichenschwall","48.0310860252838","14.4110343012838","41200"
"at:44:40173:0:1","Pasching b.Linz Gemeindeamt","48.2592698629957","14.2101171048096","42516"
"at:44:40173:0:2","Pasching b.Linz Gemeindeamt","48.2591741727878","14.2102249026438","42516"
"at:44:40175:0:1","Ansfelden Laah Schneiderstraße","48.2054278069582","14.2738795236853","42510"
"at:44:40175:0:2","Ansfelden Laah Schneiderstraße","48.205607414502","14.2740861362007","42510"
"at:44:40176:0:1","Wels Zeileisstraße/Schule","48.1556942145979","14.0079781995489","43500"
"at:44:40177:0:1","Oberpilsbach Ort (Ersatzhaltestelle)","48.0396456877992","13.667130431248","45310"
"at:44:40177:0:2","Oberpilsbach Ort (Ersatzhaltestelle)","48.0396036438097","13.6672202627764","45310"
"at:44:40180:0:1","Lenzing OÖ Gemeindeamt","47.9728907189728","13.6047334516044","45313"
"at:44:40181:0:1","Markt Leopoldschlag Schule","48.6158453841045","14.5017192292283","40815"
"at:44:40181:0:2","Markt Leopoldschlag Schule","48.615964160001","14.5016473640055","40815"
"at:44:40184:0:1","Wels Lindenstraße","48.1557002073373","14.0039178144642","43500"
"at:44:40185:0:1","Luftenberg/Donau Kutzenbergsiedlung","48.2800423580628","14.4146814613378","41515"
"at:44:40187:0:1","Marchtrenk Linzer Straße/Feuerwehr","48.1920392850983","14.1201687953982","42522"
"at:44:40187:0:2","Marchtrenk Linzer Straße/Feuerwehr","48.1919374806086","14.1202137111625","42522"
"at:44:40191:0:1","Mauerkirchen Lagerhaus","48.1961412389157","13.1292551716537","46427"
"at:44:40191:0:2","Mauerkirchen Lagerhaus","48.1961232748703","13.1293989020992","46427"
"at:44:40192:0:1","Steyr City Point","48.0370028560329","14.4154540124823","41200"
"at:44:40192:0:2","Steyr City Point","48.0370569153135","14.4155079113993","41200"
"at:44:40192:0:3","Steyr City Point","48.0371830534144","14.4155168945522","41200"
"at:44:40197:0:1","Hinterstoder Schiederweiher","47.6934226769473","14.1410815752155","41026"
"at:44:40197:0:2","Hinterstoder Schiederweiher","47.693440816555","14.1412881877308","41026"
"at:44:40198:0:1","Micheldorf in OÖ Ortsplatz","47.879052413215","14.1330506365743","42201"
"at:44:40198:0:2","Micheldorf in OÖ Ortsplatz","47.8789198634581","14.1332752153954","42201"
"at:44:40199:0:1","Kebeldorf Moslbergerstraße","48.1664440633044","14.2532092889949","42501"
"at:44:40199:0:2","Kebeldorf Moslbergerstraße","48.166402122899","14.2532901373704","42501"
"at:44:40202:0:1","Münzbach OÖ Markt","48.2667570664005","14.7131916302923","40519"
"at:44:40202:0:2","Münzbach OÖ Markt","48.266840782922","14.7125089106763","40519"
"at:44:40203:0:1","Hörsching Neubau Sachsenburgstraße","48.2177294676496","14.1941809916672","42515"
"at:44:40207:0:1","Neulichtenberg Ort (Pöstlingbergstraße)","48.3615438328878","14.2401837173733","42610"
"at:44:40207:0:2","Neulichtenberg Ort (Pöstlingbergstraße)","48.3613767101882","14.2399411722466","42610"
"at:44:40208:0:1","Neundling b.Rohrbach Abzw Hintring","48.5428463752056","13.995886875823","43602"
"at:44:40210:0:1","Münzbach OÖ Hauptstraße","48.2677676352465","14.7084575087443","40519"
"at:44:40210:0:2","Münzbach OÖ Hauptstraße","48.2681383714699","14.707451395626","40519"
"at:44:40212:0:1","Bad Kreuzen Unterdörfl Zurlehner","48.2760487631212","14.8057181045695","40419"
"at:44:40212:0:2","Bad Kreuzen Unterdörfl Zurlehner","48.2764313965179","14.8056821719581","40419"
"at:44:40218:0:1","Roitham am Traunfall Palmsdorf","48.0330683894397","13.83880746522","44214"
"at:44:40218:0:2","Roitham am Traunfall Palmsdorf","48.0329302271375","13.8388972967484","44214"
"at:44:40220:0:1","Perg Lebinger Straße","48.2512073348388","14.6336278455668","40301"
"at:44:40220:0:2","Perg Lebinger Straße","48.2515482835089","14.6330619069377","40301"
"at:44:40222:0:2","Perg Schulzentrum Bahnhst","48.2424196453923","14.6406616542424","40301"
"at:44:40222:0:21","Perg Schulzentrum Bahnhst","48.2424794713914","14.6401316482247","40301"
"at:44:40222:0:3","Perg Schulzentrum Bahnhst","48.2422700800884","14.6408592836049","40301"
"at:44:40223:0:1","Pettenbach OÖ Friedhof","47.9612762623508","14.0153623511854","42213"
"at:44:40223:0:2","Pettenbach OÖ Friedhof","47.9612401698602","14.0151467555172","42213"
"at:44:40224:0:1","Pfaffstätt b.Mattighofen Werndlsiedlung","48.0694882600935","13.1422088780525","47402"
"at:44:40224:0:2","Pfaffstätt b.Mattighofen Werndlsiedlung","48.0697343743749","13.142298709581","47402"
"at:44:40226:0:1","Pfarrkirchen b.Bad Hall Gemeindeamt","48.0292237349426","14.1977652696513","41118"
"at:44:40226:0:2","Pfarrkirchen b.Bad Hall Gemeindeamt","48.0291576524361","14.197837134874","41118"
"at:44:40229:0:1","Schwertberg Poneggen Bachstraße","48.27170208572","14.5628855169325","41500"
"at:44:40229:0:2","Schwertberg Poneggen Bachstraße","48.2717917733089","14.5630022979194","41500"
"at:44:40230:0:1","Baumgartenberg Europagymnasium","48.2087384714848","14.7422611128904","40311"
"at:44:40230:0:2","Baumgartenberg Europagymnasium","48.2088043234004","14.741542460663","40311"
"at:44:40234:0:1","Puchberg im Machland Mitte","48.2238462735414","14.7248697289875","40302"
"at:44:40234:0:2","Puchberg im Machland Mitte","48.2237924105346","14.7253188866296","40302"
"at:44:40240:0:1","Wels Schenkelbachweg","48.1592417938596","14.0423477423241","43500"
"at:44:40243:0:1","Roßleithen Gemeindeamt","47.723809759849","14.308105336015","41018"
"at:44:40244:0:1","Roßleithen Abzw Gallbrunn","47.7052060458981","14.2787483925259","41018"
"at:44:40244:0:2","Roßleithen Abzw Gallbrunn","47.7052967233773","14.2787124599146","41018"
"at:44:40245:0:1","Roßleithen Zemsauer","47.7112569103685","14.2907588678763","41018"
"at:44:40245:0:2","Roßleithen Zemsauer","47.7113354884032","14.2904983564439","41018"
